1,1,121.0,333.5,135.0,60.39999999999998,1,1,1.0
1,2,733.1,265.8,72.79999999999995,39.80000000000001,1,1,1.0
1,3,209.5,250.87,94.19999999999999,39.27999999999997,1,1,1.0
2,1,97.8,336.3,138.3,61.30000000000001,1,1,1.0
2,2,719.94,267.3,72.05999999999995,40.02999999999997,1,1,1.0
2,3,209.3,251.04,94.49000000000001,39.28999999999999,1,1,1.0
3,1,73.22,341.4,140.58,61.30000000000001,1,1,1.0
3,2,706.42,266.9,73.48000000000002,42.860000000000014,1,1,1.0
3,3,209.1,251.22,94.78,39.28999999999999,1,1,1.0
4,1,48.2,345.6,143.8,61.39999999999998,1,1,1.0
4,2,691.88,269.3,76.62,42.19,1,1,1.0
4,3,209.22,251.4,94.75000000000003,39.28999999999999,1,1,1.0
5,1,22.9,347.6,146.7,63.39999999999998,1,1,1.0
5,2,678.02,272.4,75.98000000000002,41.52000000000004,1,1,1.0
5,3,209.33,251.58,94.72999999999999,39.28999999999999,1,1,1.0
6,1,0.0,352.0,146.8,65.39999999999998,1,1,1.0
6,2,664.51,274.13,77.69000000000005,41.47000000000003,1,1,1.0
6,3,209.45,251.76,94.69999999999999,39.29000000000002,1,1,1.0
7,1,0.0,355.6,124.8,67.0,1,1,1.0
7,2,649.96,275.9,77.74000000000001,43.170000000000016,1,1,1.0
7,3,209.57,251.94,94.67000000000002,39.29000000000002,1,1,1.0
8,1,0.0,358.4,102.4,68.21000000000004,1,1,1.0
8,2,634.71,278.0,80.49000000000001,43.80000000000001,1,1,1.0
8,3,209.68,252.12,94.64999999999998,39.27999999999997,1,1,1.0
9,1,0.0,362.4,77.5,60.10000000000002,1,1,1.0
9,2,621.55,280.77,81.15000000000009,43.80000000000001,1,1,1.0
9,3,209.8,252.3,94.62,39.27999999999997,1,1,1.0
10,1,0.3,368.4,51.400000000000006,57.10000000000002,1,1,1.0
10,2,604.2,282.8,83.59999999999991,44.19999999999999,1,1,1.0
10,3,210.1,252.48,94.41,39.28,1,1,1.0
11,1,0.0,378.3,26.2,50.80000000000001,1,1,1.0
11,2,590.69,284.2,83.6099999999999,45.60000000000002,1,1,1.0
11,3,210.4,252.66,94.20000000000002,39.28,1,1,1.0
12,2,575.45,286.28,85.34999999999991,45.60000000000002,1,1,1.0
12,3,209.65,252.66,94.95000000000002,39.28,1,1,1.0
13,2,560.2,288.4,85.39999999999998,45.900000000000034,1,1,1.0
13,3,208.9,252.66,95.70000000000002,39.28,1,1,1.0
14,2,543.92,290.5,87.08000000000004,48.30000000000001,1,1,1.0
14,3,208.9,252.7,95.70000000000002,39.30000000000001,1,1,1.0
15,2,526.6,292.9,88.79999999999995,47.98000000000002,1,1,1.0
15,3,208.9,252.73,95.70000000000002,39.32000000000002,1,1,1.0
16,2,509.6,296.0,92.60000000000002,49.04000000000002,1,1,1.0
16,3,208.9,252.76,95.70000000000002,39.34000000000003,1,1,1.0
17,2,492.3,298.5,94.99999999999994,48.26999999999998,1,1,1.0
17,3,208.9,252.8,95.70000000000002,39.349999999999966,1,1,1.0
18,2,473.6,299.9,96.0,51.03000000000003,1,1,1.0
18,3,208.9,252.83,95.70000000000002,39.37999999999997,1,1,1.0
19,2,458.7,301.98,96.00000000000006,52.41999999999996,1,1,1.0
19,3,208.9,252.87,95.70000000000002,39.389999999999986,1,1,1.0
20,2,440.7,305.4,97.40000000000003,53.200000000000045,1,1,1.0
20,3,208.9,252.9,95.70000000000002,39.41,1,1,1.0
21,2,424.1,307.13,98.79999999999995,53.19999999999999,1,1,1.0
21,3,208.9,252.94,95.70000000000002,39.420000000000016,1,1,1.0
22,2,405.0,310.9,102.0,53.60000000000002,1,1,1.0
22,3,208.9,252.97,95.70000000000002,39.45000000000002,1,1,1.0
23,2,386.3,313.7,105.5,55.60000000000002,1,1,1.0
23,3,208.9,253.0,95.70000000000002,39.47000000000003,1,1,1.0
24,2,367.94,316.82,106.86000000000001,55.579999999999984,1,1,1.0
24,3,208.9,253.04,95.70000000000002,39.47999999999999,1,1,1.0
25,2,348.9,319.94,107.5,57.360000000000014,1,1,1.0
25,3,208.9,253.07,95.70000000000002,39.5,1,1,1.0
